,store,item,sales,day
,7,20,26,Saturday
,7,20,33,Sunday
,7,20,23,Monday
,7,20,39,Tuesday
,7,20,36,Wednesday
,7,20,36,Thursday
,7,20,24,Friday
,7,20,41,Saturday
,7,20,35,Sunday
,7,20,29,Monday
,7,20,26,Tuesday
,7,20,24,Wednesday
,7,20,39,Thursday
,7,20,41,Friday
,7,20,30,Saturday
,7,20,36,Sunday
,7,20,29,Monday
,7,20,27,Tuesday
,7,20,24,Wednesday
,7,20,37,Thursday
,7,20,47,Friday
,7,20,43,Saturday
,7,20,48,Sunday
,7,20,26,Monday
,7,20,40,Tuesday
,7,20,34,Wednesday
,7,20,37,Thursday
,7,20,39,Friday
,7,20,47,Saturday
,7,20,47,Sunday
,7,20,30,Monday
,7,20,37,Tuesday
,7,20,34,Wednesday
,7,20,35,Thursday
,7,20,41,Friday
,7,20,41,Saturday
,7,20,45,Sunday
,7,20,29,Monday
,7,20,36,Tuesday
,7,20,34,Wednesday
,7,20,29,Thursday
,7,20,38,Friday
,7,20,40,Saturday
,7,20,46,Sunday
,7,20,38,Monday
,7,20,18,Tuesday
,7,20,19,Wednesday
,7,20,29,Thursday
,7,20,38,Friday
,7,20,30,Saturday
,7,20,30,Sunday
,7,20,24,Monday
,7,20,18,Tuesday
,7,20,29,Wednesday
,7,20,21,Thursday
,7,20,32,Friday
,7,20,45,Saturday
,7,20,28,Sunday
,7,20,17,Monday
,7,20,16,Tuesday
,7,20,17,Wednesday
,7,20,24,Thursday
,7,20,40,Friday
,7,20,15,Saturday
,7,20,28,Sunday
,7,20,26,Monday
,7,20,28,Tuesday
,7,20,17,Wednesday
,7,20,24,Thursday
,7,20,26,Friday
,7,20,30,Saturday
,7,20,23,Sunday
,7,20,12,Monday
,7,20,15,Tuesday
,7,20,28,Wednesday
,7,20,31,Thursday
,7,20,36,Saturday
,7,20,38,Sunday
,7,20,23,Monday
,7,20,33,Tuesday
,7,20,23,Wednesday
,7,20,34,Thursday
,7,20,36,Friday
,7,20,39,Saturday
,7,20,39,Sunday
,7,20,26,Monday
,7,20,26,Tuesday
,7,20,26,Wednesday
,7,20,31,Thursday
,7,20,43,Friday
,7,20,36,Saturday
,7,20,30,Sunday
,7,20,25,Monday
,7,20,37,Tuesday
,7,20,33,Wednesday
,7,20,32,Thursday
,7,20,42,Friday
,7,20,46,Saturday
,7,20,39,Sunday
,7,20,23,Monday
,7,20,37,Tuesday
,7,20,31,Wednesday
,7,20,33,Thursday
,7,20,41,Friday
,7,20,36,Saturday
,7,20,42,Sunday
,7,20,22,Monday
,7,20,31,Tuesday
,7,20,43,Wednesday
,7,20,32,Thursday
,7,20,31,Friday
,7,20,38,Saturday
,7,20,61,Sunday
,7,20,29,Monday
,7,20,41,Tuesday
,7,20,36,Wednesday
,7,20,34,Thursday
,7,20,58,Friday
,7,20,48,Saturday
,7,20,36,Sunday
,7,20,33,Monday
,7,20,36,Tuesday
,7,20,39,Wednesday
,7,20,42,Thursday
,7,20,43,Friday
,7,20,50,Saturday
,7,20,49,Sunday
,7,20,17,Monday
,7,20,34,Tuesday
,7,20,47,Wednesday
,7,20,35,Thursday
,7,20,37,Friday
,7,20,40,Saturday
,7,20,47,Sunday
,7,20,26,Monday
,7,20,35,Tuesday
,7,20,38,Wednesday
,7,20,17,Thursday
,7,20,27,Friday
,7,20,28,Saturday
,7,20,27,Sunday
,7,20,18,Monday
,7,20,24,Tuesday
,7,20,27,Wednesday
,7,20,33,Thursday
,7,20,27,Friday
,7,20,34,Saturday
,7,20,36,Sunday
,7,20,23,Monday
,7,20,18,Tuesday
,7,20,31,Wednesday
,7,20,30,Thursday
,7,20,31,Friday
,7,20,26,Saturday
,7,20,41,Sunday
,7,20,21,Monday
,7,20,34,Tuesday
,7,20,33,Wednesday
,7,20,23,Thursday
,7,20,30,Friday
,7,20,33,Saturday
,7,20,44,Sunday
,7,20,33,Monday
,7,20,31,Tuesday
,7,20,21,Wednesday
,7,20,29,Thursday
,7,20,33,Friday
,7,20,23,Saturday
,7,20,36,Sunday
,7,20,36,Monday
,7,20,30,Tuesday
,7,20,36,Wednesday
,7,20,36,Thursday
,7,20,33,Friday
,7,20,37,Saturday
,7,20,39,Sunday
,7,20,31,Monday
,7,20,35,Tuesday
,7,20,30,Wednesday
,7,20,27,Thursday
,7,20,37,Friday
,7,20,38,Saturday
,7,20,30,Sunday
,7,20,28,Monday
,7,20,28,Tuesday
,7,20,41,Wednesday
,7,20,39,Thursday
,7,20,40,Friday
,7,20,57,Saturday
,7,20,43,Sunday
,7,20,27,Monday
,7,20,24,Tuesday
,7,20,33,Wednesday
,7,20,42,Thursday
,7,20,40,Friday
,7,20,39,Saturday
,7,20,35,Sunday
,7,20,29,Monday
,7,20,32,Tuesday
,7,20,36,Wednesday
,7,20,52,Thursday
,7,20,43,Friday
,7,20,47,Saturday
,7,20,43,Sunday
,7,20,33,Monday
,7,20,32,Tuesday
,7,20,41,Wednesday
,7,20,41,Thursday
,7,20,45,Friday
,7,20,47,Saturday
,7,20,51,Sunday
,7,20,32,Monday
,7,20,32,Tuesday
,7,20,31,Wednesday
,7,20,44,Thursday
,7,20,41,Friday
,7,20,45,Saturday
,7,20,37,Sunday
,7,20,29,Monday
,7,20,37,Tuesday
,7,20,25,Wednesday
,7,20,36,Thursday
,7,20,40,Friday
,7,20,51,Saturday
,7,20,75,Sunday
,7,20,24,Monday
,7,20,27,Tuesday
,7,20,30,Wednesday
,7,20,38,Thursday
,7,20,36,Friday
,7,20,26,Saturday
,7,20,40,Sunday
,7,20,16,Monday
,7,20,26,Tuesday
,7,20,22,Wednesday
,7,20,28,Thursday
,7,20,38,Friday
,7,20,28,Saturday
,7,20,30,Sunday
,7,20,25,Monday
,7,20,24,Tuesday
,7,20,17,Wednesday
,7,20,37,Thursday
,7,20,35,Friday
,7,20,31,Saturday
,7,20,26,Sunday
,7,20,25,Monday
,7,20,26,Tuesday
,7,20,36,Wednesday
,7,20,21,Thursday
,7,20,39,Friday
,7,20,31,Saturday
,7,20,30,Sunday
,7,20,26,Monday
,7,20,23,Tuesday
,7,20,28,Wednesday
,7,20,19,Thursday
,7,20,28,Friday
,7,20,26,Saturday
,7,20,36,Sunday
,8,20,48,Tuesday
,8,20,36,Wednesday
,8,20,43,Thursday
,8,20,60,Friday
,8,20,51,Saturday
,8,20,65,Sunday
,8,20,47,Monday
,8,20,40,Tuesday
,8,20,44,Wednesday
,8,20,48,Thursday
,8,20,42,Friday
,8,20,50,Saturday
,8,20,62,Sunday
,8,20,41,Monday
,8,20,32,Tuesday
,8,20,51,Wednesday
,8,20,51,Thursday
,8,20,49,Friday
,8,20,56,Saturday
,8,20,51,Sunday
,8,20,34,Monday
,8,20,50,Tuesday
,8,20,46,Wednesday
,8,20,46,Thursday
,8,20,56,Friday
,8,20,44,Saturday
,8,20,47,Sunday
,8,20,29,Monday
,8,20,39,Tuesday
,8,20,28,Wednesday
,8,20,55,Thursday
,8,20,43,Friday
,8,20,60,Saturday
,8,20,75,Sunday
,8,20,43,Monday
,8,20,41,Tuesday
,8,20,50,Wednesday
,8,20,38,Thursday
,8,20,46,Friday
,8,20,59,Saturday
,8,20,62,Sunday
,8,20,39,Monday
,8,20,38,Tuesday
,8,20,42,Wednesday
,8,20,57,Thursday
,8,20,49,Friday
,8,20,50,Saturday
,8,20,70,Sunday
,8,20,39,Monday
,8,20,61,Tuesday
,8,20,54,Wednesday
,8,20,55,Thursday
,8,20,56,Friday
,8,20,58,Saturday
,8,20,65,Sunday
,8,20,47,Monday
,8,20,55,Tuesday
,8,20,37,Wednesday
,8,20,51,Thursday
,8,20,47,Friday
,8,20,48,Saturday
,8,20,35,Sunday
,8,20,29,Monday
,8,20,36,Tuesday
,8,20,33,Wednesday
,8,20,37,Thursday
,8,20,32,Friday
,8,20,43,Saturday
,8,20,44,Sunday
,8,20,26,Monday
,8,20,35,Tuesday
,8,20,29,Wednesday
,8,20,38,Thursday
,8,20,42,Friday
,8,20,37,Saturday
,8,20,46,Sunday
,8,20,30,Monday
,8,20,42,Tuesday
,8,20,35,Wednesday
,8,20,41,Thursday
,8,20,38,Friday
,8,20,40,Saturday
,8,20,54,Sunday
,8,20,39,Monday
,8,20,24,Tuesday
,8,20,36,Wednesday
,8,20,25,Thursday
,8,20,34,Friday
,8,20,40,Saturday
,8,20,46,Sunday
,8,20,26,Monday
,8,20,36,Tuesday
,8,20,45,Wednesday
,8,20,64,Thursday
,8,20,54,Friday
,8,20,53,Saturday
,8,20,76,Sunday
,8,20,46,Monday
,8,20,52,Tuesday
,8,20,48,Wednesday
,8,20,63,Thursday
,8,20,58,Friday
,8,20,70,Saturday
,8,20,62,Sunday
,8,20,55,Monday
,8,20,52,Tuesday
,8,20,37,Wednesday
,8,20,69,Thursday
,8,20,55,Friday
,8,20,63,Saturday
,8,20,73,Sunday
,8,20,40,Monday
,8,20,54,Tuesday
,8,20,41,Wednesday
,8,20,54,Thursday
,8,20,59,Friday
,8,20,77,Saturday
,8,20,67,Sunday
,8,20,46,Monday
,8,20,57,Tuesday
,8,20,55,Wednesday
,8,20,58,Thursday
,8,20,57,Friday
,8,20,74,Saturday
,8,20,60,Sunday
,8,20,53,Monday
,8,20,65,Tuesday
,8,20,53,Wednesday
,8,20,46,Thursday
,8,20,49,Friday
,8,20,60,Saturday
,8,20,64,Sunday
,8,20,62,Monday
,8,20,61,Tuesday
,8,20,55,Wednesday
,8,20,62,Thursday
,8,20,50,Friday
,8,20,55,Saturday
,8,20,58,Sunday
,8,20,40,Monday
,8,20,68,Tuesday
,8,20,49,Wednesday
,8,20,62,Thursday
,8,20,64,Friday
,8,20,64,Saturday
,8,20,74,Sunday
,8,20,46,Monday
,8,20,44,Tuesday
,8,20,51,Wednesday
,8,20,64,Thursday
,8,20,80,Friday
,8,20,62,Saturday
,8,20,69,Sunday
,8,20,36,Monday
,8,20,37,Tuesday
,8,20,43,Wednesday
,8,20,45,Thursday
,8,20,47,Friday
,8,20,61,Saturday
,8,20,40,Sunday
,8,20,26,Monday
,8,20,36,Tuesday
,8,20,41,Wednesday
,8,20,39,Thursday
,8,20,50,Friday
,8,20,46,Saturday
,8,20,42,Sunday
,8,20,42,Monday
,8,20,43,Tuesday
,8,20,42,Wednesday
,8,20,36,Thursday
,8,20,45,Friday
,8,20,33,Saturday
,8,20,48,Sunday
,8,20,33,Monday
,8,20,33,Tuesday
,8,20,44,Wednesday
,8,20,42,Thursday
,8,20,50,Friday
,8,20,50,Saturday
,8,20,64,Sunday
,8,20,35,Monday
,8,20,33,Tuesday
,8,20,39,Wednesday
,8,20,55,Thursday
,8,20,47,Friday
,8,20,65,Saturday
,8,20,63,Sunday
,8,20,38,Monday
,8,20,52,Tuesday
,8,20,49,Wednesday
,8,20,67,Thursday
,8,20,69,Friday
,8,20,64,Saturday
,8,20,53,Sunday
,8,20,52,Monday
,8,20,52,Tuesday
,8,20,64,Wednesday
,8,20,43,Thursday
,8,20,68,Friday
,8,20,58,Saturday
,8,20,58,Sunday
,8,20,51,Monday
,8,20,63,Tuesday
,8,20,46,Wednesday
,8,20,47,Thursday
,8,20,53,Friday
,8,20,76,Saturday
,8,20,62,Sunday
,8,20,48,Monday
,8,20,56,Tuesday
,8,20,47,Wednesday
,8,20,62,Thursday
,8,20,54,Friday
,8,20,58,Saturday
,8,20,66,Sunday
,8,20,56,Monday
,8,20,50,Tuesday
,8,20,59,Wednesday
,8,20,60,Thursday
,8,20,60,Friday
,8,20,62,Saturday
,8,20,68,Sunday
,8,20,47,Monday
,8,20,57,Tuesday
,8,20,50,Wednesday
,8,20,54,Thursday
,8,20,47,Friday
,8,20,57,Saturday
,8,20,82,Sunday
,8,20,50,Monday
,8,20,54,Tuesday
,8,20,47,Wednesday
,8,20,57,Thursday
,8,20,79,Friday
,8,20,76,Saturday
,8,20,70,Sunday
,8,20,47,Monday
,8,20,58,Tuesday
,8,20,69,Wednesday
,8,20,63,Thursday
,8,20,60,Friday
,8,20,70,Saturday
,8,20,87,Sunday
,8,20,47,Monday
,8,20,47,Tuesday
,8,20,32,Wednesday
,8,20,44,Thursday
,8,20,45,Friday
,8,20,64,Saturday
,8,20,47,Sunday
,8,20,29,Monday
,8,20,43,Tuesday
,8,20,44,Wednesday
,8,20,41,Thursday
,8,20,46,Friday
,8,20,49,Saturday
,8,20,54,Sunday
,8,20,30,Monday
,8,20,43,Tuesday
,8,20,35,Wednesday
,8,20,48,Thursday
,8,20,43,Friday
,8,20,52,Saturday
,8,20,55,Sunday
,8,20,28,Monday
,8,20,50,Tuesday
,8,20,29,Wednesday
,8,20,56,Thursday
,8,20,40,Friday
,8,20,59,Saturday
,8,20,50,Sunday
,8,20,24,Monday
,8,20,48,Tuesday
,8,20,52,Wednesday
,8,20,49,Thursday
,8,20,72,Saturday
,8,20,63,Sunday
,8,20,58,Monday
,8,20,53,Tuesday
,8,20,52,Wednesday
,8,20,52,Thursday
,8,20,66,Friday
,8,20,75,Saturday
,8,20,70,Sunday
,8,20,33,Monday
,8,20,44,Tuesday
,8,20,51,Wednesday
,8,20,67,Thursday
,8,20,62,Friday
,8,20,70,Saturday
,8,20,60,Sunday
,8,20,59,Monday
,8,20,54,Tuesday
,8,20,64,Wednesday
,8,20,69,Thursday
,8,20,69,Friday
,8,20,54,Saturday
,8,20,89,Sunday
,8,20,56,Monday
,8,20,58,Tuesday
,8,20,59,Wednesday
,8,20,62,Thursday
,8,20,71,Friday
,8,20,84,Saturday
,8,20,70,Sunday
,8,20,42,Monday
,8,20,58,Tuesday
,8,20,66,Wednesday
,8,20,65,Thursday
,8,20,82,Friday
,8,20,91,Saturday
,8,20,82,Sunday
,8,20,57,Monday
,8,20,60,Tuesday
,8,20,66,Wednesday
,8,20,69,Thursday
,8,20,79,Friday
,8,20,80,Saturday
,8,20,76,Sunday
,8,20,50,Monday
,8,20,68,Tuesday
,8,20,65,Wednesday
,8,20,70,Thursday
,8,20,75,Friday
,8,20,66,Saturday
,8,20,95,Sunday
,8,20,65,Monday
,8,20,67,Tuesday
,8,20,58,Wednesday
,8,20,69,Thursday
,8,20,88,Friday
,8,20,71,Saturday
,8,20,80,Sunday
,8,20,47,Monday
,8,20,55,Tuesday
,8,20,69,Wednesday
,8,20,51,Thursday
,8,20,49,Friday
,8,20,56,Saturday
,8,20,72,Sunday
,8,20,35,Monday
,8,20,40,Tuesday
,8,20,34,Wednesday
,8,20,47,Thursday
,8,20,51,Friday
,8,20,52,Saturday
,8,20,56,Sunday
,8,20,37,Monday
,8,20,32,Tuesday
,8,20,38,Wednesday
,8,20,51,Thursday
,8,20,43,Friday
,8,20,56,Saturday
,8,20,66,Sunday
,8,20,34,Monday
,8,20,41,Tuesday
,8,20,53,Wednesday
,8,20,44,Thursday
,8,20,51,Friday
,8,20,54,Saturday
,8,20,70,Sunday
,8,20,33,Monday
,8,20,48,Tuesday
,8,20,37,Wednesday
,8,20,66,Thursday
,8,20,65,Friday
,8,20,63,Saturday
,8,20,84,Sunday
,8,20,56,Monday
,8,20,62,Tuesday
,8,20,54,Wednesday
,8,20,69,Thursday
,8,20,85,Friday
,8,20,83,Saturday
,8,20,71,Sunday
,8,20,47,Monday
,8,20,61,Tuesday
,8,20,53,Wednesday
,8,20,54,Thursday
,8,20,67,Friday
,8,20,64,Saturday
,8,20,69,Sunday
,8,20,39,Monday
,8,20,61,Tuesday
,8,20,48,Wednesday
,8,20,69,Thursday
,8,20,68,Friday
,8,20,84,Saturday
,8,20,78,Sunday
,8,20,40,Monday
,8,20,65,Tuesday
,8,20,71,Wednesday
,8,20,42,Thursday
,8,20,66,Friday
,8,20,80,Saturday
,8,20,89,Sunday
,8,20,35,Monday
,8,20,62,Tuesday
,8,20,63,Wednesday
,8,20,77,Thursday
,8,20,76,Friday
,8,20,81,Saturday
,8,20,74,Sunday
,8,20,58,Monday
,8,20,64,Tuesday
,8,20,58,Wednesday
,8,20,63,Thursday
,8,20,58,Friday
,8,20,71,Saturday
,8,20,81,Sunday
,8,20,47,Monday
,8,20,60,Tuesday
,8,20,63,Wednesday
,8,20,74,Thursday
,8,20,60,Friday
,8,20,79,Saturday
,8,20,67,Sunday
,8,20,54,Monday
,8,20,64,Tuesday
,8,20,65,Wednesday
,8,20,71,Thursday
,8,20,66,Friday
,8,20,72,Saturday
,8,20,70,Sunday
,8,20,53,Monday
,8,20,62,Tuesday
,8,20,62,Wednesday
,8,20,59,Thursday
,8,20,58,Friday
,8,20,50,Saturday
,8,20,59,Sunday
,8,20,45,Monday
,8,20,57,Tuesday
,8,20,41,Wednesday
,8,20,61,Thursday
,8,20,47,Friday
,8,20,64,Saturday
,8,20,56,Sunday
,8,20,39,Monday
,8,20,45,Tuesday
,8,20,45,Wednesday
,8,20,55,Thursday
,8,20,60,Friday
,8,20,51,Saturday
,8,20,48,Sunday
,8,20,36,Monday
,8,20,47,Tuesday
,8,20,44,Wednesday
,8,20,55,Thursday
,8,20,50,Friday
,8,20,45,Saturday
,8,20,65,Sunday
,8,20,47,Monday
,8,20,56,Tuesday
,8,20,61,Wednesday
,8,20,51,Thursday
,8,20,46,Friday
,8,20,68,Saturday
,8,20,57,Sunday
,9,20,38,Tuesday
,9,20,30,Wednesday
,9,20,46,Thursday
,9,20,40,Friday
,9,20,51,Saturday
,9,20,43,Sunday
,9,20,34,Monday
,9,20,33,Tuesday
,9,20,37,Wednesday
,9,20,39,Thursday
,9,20,45,Friday
,9,20,51,Saturday
,9,20,58,Sunday
,9,20,38,Monday
,9,20,39,Tuesday
,9,20,42,Wednesday
,9,20,47,Thursday
,9,20,41,Friday
,9,20,51,Saturday
,9,20,52,Sunday
,9,20,42,Monday
,9,20,38,Tuesday
,9,20,43,Wednesday
,9,20,46,Thursday
,9,20,35,Friday
,9,20,46,Saturday
,9,20,51,Sunday
,9,20,25,Monday
,9,20,29,Tuesday
,9,20,41,Wednesday
,9,20,40,Thursday
,9,20,49,Friday
,9,20,38,Saturday
,9,20,59,Sunday
,9,20,45,Monday
,9,20,37,Tuesday
,9,20,38,Wednesday
,9,20,51,Thursday
,9,20,40,Friday
,9,20,47,Saturday
,9,20,51,Sunday
,9,20,32,Monday
,9,20,37,Tuesday
,9,20,40,Wednesday
,9,20,32,Thursday
,9,20,60,Friday
,9,20,44,Saturday
,9,20,51,Sunday
,9,20,33,Monday
,9,20,44,Tuesday
,9,20,36,Wednesday
,9,20,47,Thursday
,9,20,54,Friday
,9,20,60,Saturday
,9,20,58,Sunday
,9,20,35,Monday
,9,20,50,Tuesday
,9,20,36,Wednesday
,9,20,42,Thursday
,9,20,50,Friday
,9,20,49,Saturday
,9,20,36,Sunday
,9,20,21,Monday
,9,20,24,Tuesday
,9,20,36,Wednesday
,9,20,22,Thursday
,9,20,35,Friday
,9,20,43,Saturday
,9,20,35,Sunday
,9,20,25,Monday
,9,20,36,Tuesday
,9,20,32,Wednesday
,9,20,29,Thursday
,9,20,23,Friday
,9,20,32,Saturday
,9,20,39,Sunday
,9,20,21,Monday
,9,20,19,Tuesday
,9,20,24,Wednesday
,9,20,38,Thursday
,9,20,41,Friday
,9,20,30,Saturday
,9,20,23,Sunday
,9,20,26,Monday
,9,20,30,Tuesday
,9,20,36,Wednesday
,9,20,43,Thursday
,9,20,37,Friday
,9,20,33,Saturday
,9,20,44,Sunday
,9,20,22,Monday
,9,20,24,Tuesday
,9,20,50,Wednesday
,9,20,52,Thursday
,9,20,57,Friday
,9,20,52,Saturday
,9,20,58,Sunday
,9,20,36,Monday
,9,20,37,Tuesday
,9,20,40,Wednesday
,9,20,39,Thursday
,9,20,46,Friday
,9,20,48,Saturday
,9,20,51,Sunday
,9,20,48,Monday
,9,20,46,Tuesday
,9,20,45,Wednesday
,9,20,53,Thursday
,9,20,43,Friday
,9,20,49,Saturday
,9,20,56,Sunday
,9,20,33,Monday
,9,20,40,Tuesday
,9,20,50,Wednesday
,9,20,40,Thursday
,9,20,53,Friday
,9,20,49,Saturday
,9,20,46,Sunday
,9,20,37,Monday
,9,20,47,Tuesday
,9,20,33,Wednesday
,9,20,42,Thursday
,9,20,47,Friday
,9,20,53,Saturday
,9,20,65,Sunday
,9,20,41,Monday
,9,20,49,Tuesday
,9,20,54,Wednesday
,9,20,45,Thursday
,9,20,48,Friday
,9,20,63,Saturday
,9,20,58,Sunday
,9,20,32,Monday
,9,20,47,Tuesday
,9,20,39,Wednesday
,9,20,75,Thursday
,9,20,48,Friday
,9,20,61,Saturday
,9,20,56,Sunday
,9,20,48,Monday
,9,20,57,Tuesday
,9,20,38,Wednesday
,9,20,65,Thursday
,9,20,53,Friday
,9,20,63,Saturday
,9,20,58,Sunday
,9,20,34,Monday
,9,20,52,Tuesday
,9,20,50,Wednesday
,9,20,46,Thursday
,9,20,45,Friday
,9,20,49,Saturday
,9,20,58,Sunday
,9,20,43,Monday
,9,20,34,Tuesday
,9,20,44,Wednesday
,9,20,44,Thursday
,9,20,44,Friday
,9,20,44,Saturday
,9,20,37,Sunday
,9,20,30,Monday
,9,20,25,Tuesday
,9,20,37,Wednesday
,9,20,35,Thursday
,9,20,40,Friday
,9,20,47,Saturday
,9,20,41,Sunday
,9,20,36,Monday
,9,20,31,Tuesday
,9,20,32,Wednesday
,9,20,31,Thursday
,9,20,35,Friday
,9,20,46,Saturday
,9,20,42,Sunday
,9,20,20,Monday
,9,20,32,Tuesday
,9,20,29,Wednesday
,9,20,45,Thursday
,9,20,31,Friday
,9,20,44,Saturday
,9,20,44,Sunday
,9,20,28,Monday
,9,20,23,Tuesday
,9,20,38,Wednesday
,9,20,50,Thursday
,9,20,51,Friday
,9,20,55,Saturday
,9,20,73,Sunday
,9,20,53,Monday
,9,20,40,Tuesday
,9,20,53,Wednesday
,9,20,43,Thursday
,9,20,64,Friday
,9,20,38,Saturday
,9,20,54,Sunday
,9,20,41,Monday
,9,20,47,Tuesday
,9,20,46,Wednesday
,9,20,44,Thursday
,9,20,34,Friday
,9,20,63,Saturday
,9,20,67,Sunday
,9,20,36,Monday
,9,20,57,Tuesday
,9,20,53,Wednesday
,9,20,52,Thursday
,9,20,60,Friday
,9,20,56,Saturday
,9,20,56,Sunday
,9,20,43,Monday
,9,20,48,Tuesday
,9,20,57,Wednesday
,9,20,39,Thursday
,9,20,54,Friday
,9,20,50,Saturday
,9,20,64,Sunday
,9,20,45,Monday
,9,20,64,Tuesday
,9,20,47,Wednesday
,9,20,59,Thursday
,9,20,53,Friday
,9,20,56,Saturday
,9,20,62,Sunday
,9,20,47,Monday
,9,20,49,Tuesday
,9,20,49,Wednesday
,9,20,60,Thursday
,9,20,65,Friday
,9,20,58,Saturday
,9,20,70,Sunday
,9,20,36,Monday
,9,20,59,Tuesday
,9,20,55,Wednesday
,9,20,49,Thursday
,9,20,61,Friday
,9,20,73,Saturday
,9,20,54,Sunday
,9,20,38,Monday
,9,20,58,Tuesday
,9,20,54,Wednesday
,9,20,49,Thursday
,9,20,47,Friday
,9,20,57,Saturday
,9,20,68,Sunday
,9,20,42,Monday
,9,20,32,Tuesday
,9,20,48,Wednesday
,9,20,35,Thursday
,9,20,47,Friday
,9,20,25,Saturday
,9,20,41,Sunday
,9,20,37,Monday
,9,20,40,Tuesday
,9,20,33,Wednesday
,9,20,37,Thursday
,9,20,33,Friday
,9,20,40,Saturday
,9,20,38,Sunday
,9,20,24,Monday
,9,20,35,Tuesday
,9,20,35,Wednesday
,9,20,31,Thursday
,9,20,35,Friday
,9,20,49,Saturday
,9,20,37,Sunday
,9,20,23,Monday
,9,20,25,Tuesday
,9,20,34,Wednesday
,9,20,37,Thursday
,9,20,39,Friday
,9,20,46,Saturday
,9,20,48,Sunday
,9,20,25,Monday
,9,20,36,Tuesday
,9,20,48,Wednesday
,9,20,34,Thursday
,9,20,64,Saturday
,9,20,64,Sunday
,9,20,54,Monday
,9,20,49,Tuesday
,9,20,51,Wednesday
,9,20,46,Thursday
,9,20,65,Friday
,9,20,54,Saturday
,9,20,75,Sunday
,9,20,44,Monday
,9,20,61,Tuesday
,9,20,43,Wednesday
,9,20,55,Thursday
,9,20,44,Friday
,9,20,65,Saturday
,9,20,67,Sunday
,9,20,47,Monday
,9,20,56,Tuesday
,9,20,28,Wednesday
,9,20,45,Thursday
,9,20,42,Friday
,9,20,55,Saturday
,9,20,65,Sunday
,9,20,35,Monday
,9,20,64,Tuesday
,9,20,42,Wednesday
,9,20,58,Thursday
,9,20,59,Friday
,9,20,49,Saturday
,9,20,57,Sunday
,9,20,28,Monday
,9,20,52,Tuesday
,9,20,45,Wednesday
,9,20,56,Thursday
,9,20,63,Friday
,9,20,50,Saturday
,9,20,54,Sunday
,9,20,43,Monday
,9,20,51,Tuesday
,9,20,50,Wednesday
,9,20,48,Thursday
,9,20,64,Friday
,9,20,69,Saturday
,9,20,73,Sunday
,9,20,39,Monday
,9,20,62,Tuesday
,9,20,47,Wednesday
,9,20,54,Thursday
,9,20,63,Friday
,9,20,67,Saturday
,9,20,76,Sunday
,9,20,47,Monday
,9,20,49,Tuesday
,9,20,51,Wednesday
,9,20,56,Thursday
,9,20,60,Friday
,9,20,62,Saturday
,9,20,67,Sunday
,9,20,41,Monday
,9,20,52,Tuesday
,9,20,49,Wednesday
,9,20,31,Thursday
,9,20,50,Friday
,9,20,38,Saturday
,9,20,43,Sunday
,9,20,31,Monday
,9,20,31,Tuesday
,9,20,41,Wednesday
,9,20,38,Thursday
,9,20,50,Friday
,9,20,48,Saturday
,9,20,47,Sunday
,9,20,18,Monday
,9,20,30,Tuesday
,9,20,42,Wednesday
,9,20,38,Thursday
,9,20,51,Friday
,9,20,51,Saturday
,9,20,50,Sunday
,9,20,37,Monday
,9,20,37,Tuesday
,9,20,33,Wednesday
,9,20,42,Thursday
,9,20,41,Friday
,9,20,49,Saturday
,9,20,61,Sunday
,9,20,39,Monday
,9,20,39,Tuesday
,9,20,49,Wednesday
,9,20,38,Thursday
,9,20,41,Friday
,9,20,53,Saturday
,9,20,57,Sunday
,9,20,46,Monday
,9,20,55,Tuesday
,9,20,57,Wednesday
,9,20,53,Thursday
,9,20,54,Friday
,9,20,55,Saturday
,9,20,73,Sunday
,9,20,43,Monday
,9,20,49,Tuesday
,9,20,64,Wednesday
,9,20,49,Thursday
,9,20,57,Friday
,9,20,55,Saturday
,9,20,60,Sunday
,9,20,37,Monday
,9,20,50,Tuesday
,9,20,48,Wednesday
,9,20,49,Thursday
,9,20,55,Friday
,9,20,81,Saturday
,9,20,67,Sunday
,9,20,47,Monday
,9,20,67,Tuesday
,9,20,52,Wednesday
,9,20,60,Thursday
,9,20,51,Friday
,9,20,56,Saturday
,9,20,71,Sunday
,9,20,38,Monday
,9,20,64,Tuesday
,9,20,63,Wednesday
,9,20,58,Thursday
,9,20,61,Friday
,9,20,78,Saturday
,9,20,73,Sunday
,9,20,49,Monday
,9,20,46,Tuesday
,9,20,52,Wednesday
,9,20,57,Thursday
,9,20,68,Friday
,9,20,86,Saturday
,9,20,61,Sunday
,9,20,38,Monday
,9,20,48,Tuesday
,9,20,53,Wednesday
,9,20,61,Thursday
,9,20,52,Friday
,9,20,79,Saturday
,9,20,76,Sunday
,9,20,51,Monday
,9,20,62,Tuesday
,9,20,62,Wednesday
,9,20,67,Thursday
,9,20,50,Friday
,9,20,56,Saturday
,9,20,73,Sunday
,9,20,47,Monday
,9,20,54,Tuesday
,9,20,57,Wednesday
,9,20,61,Thursday
,9,20,48,Friday
,9,20,40,Saturday
,9,20,55,Sunday
,9,20,36,Monday
,9,20,31,Tuesday
,9,20,42,Wednesday
,9,20,49,Thursday
,9,20,42,Friday
,9,20,47,Saturday
,9,20,55,Sunday
,9,20,28,Monday
,9,20,32,Tuesday
,9,20,37,Wednesday
,9,20,42,Thursday
,9,20,43,Friday
,9,20,40,Saturday
